trait	method	n	abbreviation	color	category
MAGNETIC_LDL.C	multixcan_eqtl	64	LDLC	#004000	Cardiometabolic
MAGNETIC_LDL.C	multixcan_eqtl_enloc	4	LDLC	#004000	Cardiometabolic
PGC_ADHD_EUR_2017	gwas	201	ADHD	#0000A0	Psychiatric_neurologic
PGC_ADHD_EUR_2017	predixcan_sqtl_all_pairs	45	ADHD	#0000A0	Psychiatric_neurologic
PGC_ADHD_EUR_2017	predixcan_sqtl	23	ADHD	#0000A0	Psychiatric_neurologic
PGC_ADHD_EUR_2017	predixcan_sqtl_mrcp	0	ADHD	#0000A0	Psychiatric_neurologic
PGC_ADHD_EUR_2017	predixcan_sqtl_enloc_all_pairs	0	ADHD	#0000A0	Psychiatric_neurologic
PGC_ADHD_EUR_2017	predixcan_sqtl_enloc	0	ADHD	#0000A0	Psychiatric_neurologic
PGC_ADHD_EUR_2017	multixcan_sqtl	32	ADHD	#0000A0	Psychiatric_neurologic
PGC_ADHD_EUR_2017	multixcan_sqtl_enloc	0	ADHD	#0000A0	Psychiatric_neurologic
PGC_ADHD_EUR_2017	predixcan_eqtl_all_pairs	39	ADHD	#0000A0	Psychiatric_neurologic
PGC_ADHD_EUR_2017	predixcan_eqtl	12	ADHD	#0000A0	Psychiatric_neurologic
PGC_ADHD_EUR_2017	predixcan_eqtl_enloc_all_pairs	0	ADHD	#0000A0	Psychiatric_neurologic
PGC_ADHD_EUR_2017	predixcan_eqtl_mrcp	0	ADHD	#0000A0	Psychiatric_neurologic
PGC_ADHD_EUR_2017	predixcan_eqtl_enloc	0	ADHD	#0000A0	Psychiatric_neurologic
PGC_ADHD_EUR_2017	multixcan_eqtl	8	ADHD	#0000A0	Psychiatric_neurologic
PGC_ADHD_EUR_2017	multixcan_eqtl_enloc	0	ADHD	#0000A0	Psychiatric_neurologic
RA_OKADA_TRANS_ETHNIC	gwas	26440	RA	#40A0A0	Immune
RA_OKADA_TRANS_ETHNIC	predixcan_sqtl_all_pairs	5685	RA	#40A0A0	Immune
RA_OKADA_TRANS_ETHNIC	predixcan_sqtl	1187	RA	#40A0A0	Immune
RA_OKADA_TRANS_ETHNIC	predixcan_sqtl_mrcp	166	RA	#40A0A0	Immune
RA_OKADA_TRANS_ETHNIC	predixcan_sqtl_enloc_all_pairs	14	RA	#40A0A0	Immune
RA_OKADA_TRANS_ETHNIC	predixcan_sqtl_enloc	13	RA	#40A0A0	Immune
RA_OKADA_TRANS_ETHNIC	multixcan_sqtl	1194	RA	#40A0A0	Immune
RA_OKADA_TRANS_ETHNIC	multixcan_sqtl_enloc	13	RA	#40A0A0	Immune
RA_OKADA_TRANS_ETHNIC	predixcan_eqtl_all_pairs	2540	RA	#40A0A0	Immune
RA_OKADA_TRANS_ETHNIC	predixcan_eqtl	274	RA	#40A0A0	Immune
RA_OKADA_TRANS_ETHNIC	predixcan_eqtl_enloc_all_pairs	143	RA	#40A0A0	Immune
RA_OKADA_TRANS_ETHNIC	predixcan_eqtl_mrcp	300	RA	#40A0A0	Immune
RA_OKADA_TRANS_ETHNIC	predixcan_eqtl_enloc	26	RA	#40A0A0	Immune
RA_OKADA_TRANS_ETHNIC	multixcan_eqtl	276	RA	#40A0A0	Immune
RA_OKADA_TRANS_ETHNIC	multixcan_eqtl_enloc	34	RA	#40A0A0	Immune
SSGAC_Depressive_Symptoms	gwas	1	DEPR	#0000A0	Psychiatric_neurologic
SSGAC_Depressive_Symptoms	predixcan_sqtl_all_pairs	0	DEPR	#0000A0	Psychiatric_neurologic
SSGAC_Depressive_Symptoms	predixcan_sqtl	0	DEPR	#0000A0	Psychiatric_neurologic
SSGAC_Depressive_Symptoms	predixcan_sqtl_mrcp	0	DEPR	#0000A0	Psychiatric_neurologic
SSGAC_Depressive_Symptoms	predixcan_sqtl_enloc_all_pairs	0	DEPR	#0000A0	Psychiatric_neurologic
SSGAC_Depressive_Symptoms	predixcan_sqtl_enloc	0	DEPR	#0000A0	Psychiatric_neurologic
SSGAC_Depressive_Symptoms	multixcan_sqtl	0	DEPR	#0000A0	Psychiatric_neurologic
SSGAC_Depressive_Symptoms	multixcan_sqtl_enloc	0	DEPR	#0000A0	Psychiatric_neurologic
SSGAC_Depressive_Symptoms	predixcan_eqtl_all_pairs	0	DEPR	#0000A0	Psychiatric_neurologic
SSGAC_Depressive_Symptoms	predixcan_eqtl	0	DEPR	#0000A0	Psychiatric_neurologic
SSGAC_Depressive_Symptoms	predixcan_eqtl_enloc_all_pairs	0	DEPR	#0000A0	Psychiatric_neurologic
SSGAC_Depressive_Symptoms	predixcan_eqtl_mrcp	0	DEPR	#0000A0	Psychiatric_neurologic
SSGAC_Depressive_Symptoms	predixcan_eqtl_enloc	0	DEPR	#0000A0	Psychiatric_neurologic
SSGAC_Depressive_Symptoms	multixcan_eqtl	1	DEPR	#0000A0	Psychiatric_neurologic
SSGAC_Depressive_Symptoms	multixcan_eqtl_enloc	0	DEPR	#0000A0	Psychiatric_neurologic
SSGAC_Education_Years_Pooled	gwas	3448	EDU	#0000A0	Psychiatric_neurologic
SSGAC_Education_Years_Pooled	predixcan_sqtl_all_pairs	1234	EDU	#0000A0	Psychiatric_neurologic
SSGAC_Education_Years_Pooled	predixcan_sqtl	446	EDU	#0000A0	Psychiatric_neurologic
SSGAC_Education_Years_Pooled	predixcan_sqtl_mrcp	42	EDU	#0000A0	Psychiatric_neurologic
SSGAC_Education_Years_Pooled	predixcan_sqtl_enloc_all_pairs	6	EDU	#0000A0	Psychiatric_neurologic
SSGAC_Education_Years_Pooled	predixcan_sqtl_enloc	4	EDU	#0000A0	Psychiatric_neurologic
SSGAC_Education_Years_Pooled	multixcan_sqtl	468	EDU	#0000A0	Psychiatric_neurologic
SSGAC_Education_Years_Pooled	multixcan_sqtl_enloc	4	EDU	#0000A0	Psychiatric_neurologic
SSGAC_Education_Years_Pooled	predixcan_eqtl_all_pairs	898	EDU	#0000A0	Psychiatric_neurologic
SSGAC_Education_Years_Pooled	predixcan_eqtl	155	EDU	#0000A0	Psychiatric_neurologic
SSGAC_Education_Years_Pooled	predixcan_eqtl_enloc_all_pairs	25	EDU	#0000A0	Psychiatric_neurologic
SSGAC_Education_Years_Pooled	predixcan_eqtl_mrcp	114	EDU	#0000A0	Psychiatric_neurologic
SSGAC_Education_Years_Pooled	predixcan_eqtl_enloc	10	EDU	#0000A0	Psychiatric_neurologic
SSGAC_Education_Years_Pooled	multixcan_eqtl	184	EDU	#0000A0	Psychiatric_neurologic
SSGAC_Education_Years_Pooled	multixcan_eqtl_enloc	15	EDU	#0000A0	Psychiatric_neurologic
UKB_1160_Sleep_duration	gwas	712	SLEEP_UKB	#0000A0	Psychiatric_neurologic
UKB_1160_Sleep_duration	predixcan_sqtl_all_pairs	131	SLEEP_UKB	#0000A0	Psychiatric_neurologic
UKB_1160_Sleep_duration	predixcan_sqtl	83	SLEEP_UKB	#0000A0	Psychiatric_neurologic
UKB_1160_Sleep_duration	predixcan_sqtl_mrcp	0	SLEEP_UKB	#0000A0	Psychiatric_neurologic
UKB_1160_Sleep_duration	predixcan_sqtl_enloc_all_pairs	0	SLEEP_UKB	#0000A0	Psychiatric_neurologic
UKB_1160_Sleep_duration	predixcan_sqtl_enloc	0	SLEEP_UKB	#0000A0	Psychiatric_neurologic
UKB_1160_Sleep_duration	multixcan_sqtl	79	SLEEP_UKB	#0000A0	Psychiatric_neurologic
UKB_1160_Sleep_duration	multixcan_sqtl_enloc	0	SLEEP_UKB	#0000A0	Psychiatric_neurologic
UKB_1160_Sleep_duration	predixcan_eqtl_all_pairs	101	SLEEP_UKB	#0000A0	Psychiatric_neurologic
UKB_1160_Sleep_duration	predixcan_eqtl	48	SLEEP_UKB	#0000A0	Psychiatric_neurologic
UKB_1160_Sleep_duration	predixcan_eqtl_enloc_all_pairs	18	SLEEP_UKB	#0000A0	Psychiatric_neurologic
UKB_1160_Sleep_duration	predixcan_eqtl_mrcp	44	SLEEP_UKB	#0000A0	Psychiatric_neurologic
UKB_1160_Sleep_duration	predixcan_eqtl_enloc	10	SLEEP_UKB	#0000A0	Psychiatric_neurologic
UKB_1160_Sleep_duration	multixcan_eqtl	53	SLEEP_UKB	#0000A0	Psychiatric_neurologic
UKB_1160_Sleep_duration	multixcan_eqtl_enloc	13	SLEEP_UKB	#0000A0	Psychiatric_neurologic
UKB_1180_Morning_or_evening_person_chronotype	gwas	7356	CHRONO_UKB	#0000A0	Psychiatric_neurologic
UKB_1180_Morning_or_evening_person_chronotype	predixcan_sqtl_all_pairs	473	CHRONO_UKB	#0000A0	Psychiatric_neurologic
UKB_1180_Morning_or_evening_person_chronotype	predixcan_sqtl	206	CHRONO_UKB	#0000A0	Psychiatric_neurologic
UKB_1180_Morning_or_evening_person_chronotype	predixcan_sqtl_mrcp	13	CHRONO_UKB	#0000A0	Psychiatric_neurologic
UKB_1180_Morning_or_evening_person_chronotype	predixcan_sqtl_enloc_all_pairs	1	CHRONO_UKB	#0000A0	Psychiatric_neurologic
UKB_1180_Morning_or_evening_person_chronotype	predixcan_sqtl_enloc	1	CHRONO_UKB	#0000A0	Psychiatric_neurologic
UKB_1180_Morning_or_evening_person_chronotype	multixcan_sqtl	227	CHRONO_UKB	#0000A0	Psychiatric_neurologic
UKB_1180_Morning_or_evening_person_chronotype	multixcan_sqtl_enloc	3	CHRONO_UKB	#0000A0	Psychiatric_neurologic
UKB_1180_Morning_or_evening_person_chronotype	predixcan_eqtl_all_pairs	311	CHRONO_UKB	#0000A0	Psychiatric_neurologic
UKB_1180_Morning_or_evening_person_chronotype	predixcan_eqtl	114	CHRONO_UKB	#0000A0	Psychiatric_neurologic
UKB_1180_Morning_or_evening_person_chronotype	predixcan_eqtl_enloc_all_pairs	22	CHRONO_UKB	#0000A0	Psychiatric_neurologic
UKB_1180_Morning_or_evening_person_chronotype	predixcan_eqtl_mrcp	65	CHRONO_UKB	#0000A0	Psychiatric_neurologic
UKB_1180_Morning_or_evening_person_chronotype	predixcan_eqtl_enloc	12	CHRONO_UKB	#0000A0	Psychiatric_neurologic
UKB_1180_Morning_or_evening_person_chronotype	multixcan_eqtl	146	CHRONO_UKB	#0000A0	Psychiatric_neurologic
UKB_1180_Morning_or_evening_person_chronotype	multixcan_eqtl_enloc	19	CHRONO_UKB	#0000A0	Psychiatric_neurologic
UKB_1200_Sleeplessness_or_insomnia	gwas	357	INSOMN_UKB	#0000A0	Psychiatric_neurologic
UKB_1200_Sleeplessness_or_insomnia	predixcan_sqtl_all_pairs	193	INSOMN_UKB	#0000A0	Psychiatric_neurologic
UKB_1200_Sleeplessness_or_insomnia	predixcan_sqtl	81	INSOMN_UKB	#0000A0	Psychiatric_neurologic
UKB_1200_Sleeplessness_or_insomnia	predixcan_sqtl_mrcp	31	INSOMN_UKB	#0000A0	Psychiatric_neurologic
UKB_1200_Sleeplessness_or_insomnia	predixcan_sqtl_enloc_all_pairs	9	INSOMN_UKB	#0000A0	Psychiatric_neurologic
UKB_1200_Sleeplessness_or_insomnia	predixcan_sqtl_enloc	4	INSOMN_UKB	#0000A0	Psychiatric_neurologic
UKB_1200_Sleeplessness_or_insomnia	multixcan_sqtl	82	INSOMN_UKB	#0000A0	Psychiatric_neurologic
UKB_1200_Sleeplessness_or_insomnia	multixcan_sqtl_enloc	5	INSOMN_UKB	#0000A0	Psychiatric_neurologic
UKB_1200_Sleeplessness_or_insomnia	predixcan_eqtl_all_pairs	160	INSOMN_UKB	#0000A0	Psychiatric_neurologic
UKB_1200_Sleeplessness_or_insomnia	predixcan_eqtl	41	INSOMN_UKB	#0000A0	Psychiatric_neurologic
UKB_1200_Sleeplessness_or_insomnia	predixcan_eqtl_enloc_all_pairs	13	INSOMN_UKB	#0000A0	Psychiatric_neurologic
UKB_1200_Sleeplessness_or_insomnia	predixcan_eqtl_mrcp	57	INSOMN_UKB	#0000A0	Psychiatric_neurologic
UKB_1200_Sleeplessness_or_insomnia	predixcan_eqtl_enloc	8	INSOMN_UKB	#0000A0	Psychiatric_neurologic
UKB_1200_Sleeplessness_or_insomnia	multixcan_eqtl	56	INSOMN_UKB	#0000A0	Psychiatric_neurologic
UKB_1200_Sleeplessness_or_insomnia	multixcan_eqtl_enloc	14	INSOMN_UKB	#0000A0	Psychiatric_neurologic
Astle_et_al_2016_Monocyte_count	gwas	30609	MC	#C00000	Blood
Astle_et_al_2016_Monocyte_count	predixcan_sqtl_all_pairs	5446	MC	#C00000	Blood
Astle_et_al_2016_Monocyte_count	predixcan_sqtl	2025	MC	#C00000	Blood
Astle_et_al_2016_Monocyte_count	predixcan_sqtl_mrcp	463	MC	#C00000	Blood
Astle_et_al_2016_Monocyte_count	predixcan_sqtl_enloc_all_pairs	240	MC	#C00000	Blood
Astle_et_al_2016_Monocyte_count	predixcan_sqtl_enloc	75	MC	#C00000	Blood
Astle_et_al_2016_Monocyte_count	multixcan_sqtl	2194	MC	#C00000	Blood
Astle_et_al_2016_Monocyte_count	multixcan_sqtl_enloc	84	MC	#C00000	Blood
Astle_et_al_2016_Monocyte_count	predixcan_eqtl_all_pairs	3825	MC	#C00000	Blood
Astle_et_al_2016_Monocyte_count	predixcan_eqtl	745	MC	#C00000	Blood
Astle_et_al_2016_Monocyte_count	predixcan_eqtl_enloc_all_pairs	308	MC	#C00000	Blood
Astle_et_al_2016_Monocyte_count	predixcan_eqtl_mrcp	826	MC	#C00000	Blood
Astle_et_al_2016_Monocyte_count	predixcan_eqtl_enloc	89	MC	#C00000	Blood
Astle_et_al_2016_Monocyte_count	multixcan_eqtl	845	MC	#C00000	Blood
Astle_et_al_2016_Monocyte_count	multixcan_eqtl_enloc	120	MC	#C00000	Blood
UKB_1807_Fathers_age_at_death	gwas	135	FAD_UKB	#400040	Aging
UKB_1807_Fathers_age_at_death	predixcan_sqtl_all_pairs	2	FAD_UKB	#400040	Aging
UKB_1807_Fathers_age_at_death	predixcan_sqtl	2	FAD_UKB	#400040	Aging
UKB_1807_Fathers_age_at_death	predixcan_sqtl_mrcp	0	FAD_UKB	#400040	Aging
UKB_1807_Fathers_age_at_death	predixcan_sqtl_enloc_all_pairs	0	FAD_UKB	#400040	Aging
UKB_1807_Fathers_age_at_death	predixcan_sqtl_enloc	0	FAD_UKB	#400040	Aging
UKB_1807_Fathers_age_at_death	multixcan_sqtl	4	FAD_UKB	#400040	Aging
UKB_1807_Fathers_age_at_death	multixcan_sqtl_enloc	0	FAD_UKB	#400040	Aging
UKB_1807_Fathers_age_at_death	predixcan_eqtl_all_pairs	16	FAD_UKB	#400040	Aging
UKB_1807_Fathers_age_at_death	predixcan_eqtl	7	FAD_UKB	#400040	Aging
UKB_1807_Fathers_age_at_death	predixcan_eqtl_enloc_all_pairs	4	FAD_UKB	#400040	Aging
UKB_1807_Fathers_age_at_death	predixcan_eqtl_mrcp	9	FAD_UKB	#400040	Aging
UKB_1807_Fathers_age_at_death	predixcan_eqtl_enloc	1	FAD_UKB	#400040	Aging
UKB_1807_Fathers_age_at_death	multixcan_eqtl	6	FAD_UKB	#400040	Aging
UKB_1807_Fathers_age_at_death	multixcan_eqtl_enloc	3	FAD_UKB	#400040	Aging
UKB_20002_1065_self_reported_hypertension	gwas	10741	HPT_UKBS	#004000	Cardiometabolic
UKB_20002_1065_self_reported_hypertension	predixcan_sqtl_all_pairs	2419	HPT_UKBS	#004000	Cardiometabolic
UKB_20002_1065_self_reported_hypertension	predixcan_sqtl	851	HPT_UKBS	#004000	Cardiometabolic
UKB_20002_1065_self_reported_hypertension	predixcan_sqtl_mrcp	55	HPT_UKBS	#004000	Cardiometabolic
UKB_20002_1065_self_reported_hypertension	predixcan_sqtl_enloc_all_pairs	6	HPT_UKBS	#004000	Cardiometabolic
UKB_20002_1065_self_reported_hypertension	predixcan_sqtl_enloc	6	HPT_UKBS	#004000	Cardiometabolic
UKB_20002_1065_self_reported_hypertension	multixcan_sqtl	932	HPT_UKBS	#004000	Cardiometabolic
UKB_20002_1065_self_reported_hypertension	multixcan_sqtl_enloc	6	HPT_UKBS	#004000	Cardiometabolic
UKB_20002_1065_self_reported_hypertension	predixcan_eqtl_all_pairs	1656	HPT_UKBS	#004000	Cardiometabolic
UKB_20002_1065_self_reported_hypertension	predixcan_eqtl	407	HPT_UKBS	#004000	Cardiometabolic
UKB_20002_1065_self_reported_hypertension	predixcan_eqtl_enloc_all_pairs	276	HPT_UKBS	#004000	Cardiometabolic
UKB_20002_1065_self_reported_hypertension	predixcan_eqtl_mrcp	598	HPT_UKBS	#004000	Cardiometabolic
UKB_20002_1065_self_reported_hypertension	predixcan_eqtl_enloc	81	HPT_UKBS	#004000	Cardiometabolic
UKB_20002_1065_self_reported_hypertension	multixcan_eqtl	484	HPT_UKBS	#004000	Cardiometabolic
UKB_20002_1065_self_reported_hypertension	multixcan_eqtl_enloc	105	HPT_UKBS	#004000	Cardiometabolic
UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	gwas	645	DVT_UKBS	#004000	Cardiometabolic
UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	predixcan_sqtl_all_pairs	281	DVT_UKBS	#004000	Cardiometabolic
UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	predixcan_sqtl	63	DVT_UKBS	#004000	Cardiometabolic
UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	predixcan_sqtl_mrcp	0	DVT_UKBS	#004000	Cardiometabolic
UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	predixcan_sqtl_enloc_all_pairs	0	DVT_UKBS	#004000	Cardiometabolic
UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	predixcan_sqtl_enloc	0	DVT_UKBS	#004000	Cardiometabolic
UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	multixcan_sqtl	72	DVT_UKBS	#004000	Cardiometabolic
UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	multixcan_sqtl_enloc	0	DVT_UKBS	#004000	Cardiometabolic
UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	predixcan_eqtl_all_pairs	74	DVT_UKBS	#004000	Cardiometabolic
UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	predixcan_eqtl	22	DVT_UKBS	#004000	Cardiometabolic
UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	predixcan_eqtl_enloc_all_pairs	0	DVT_UKBS	#004000	Cardiometabolic
UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	predixcan_eqtl_mrcp	0	DVT_UKBS	#004000	Cardiometabolic
UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	predixcan_eqtl_enloc	0	DVT_UKBS	#004000	Cardiometabolic
UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	multixcan_eqtl	24	DVT_UKBS	#004000	Cardiometabolic
UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	multixcan_eqtl_enloc	0	DVT_UKBS	#004000	Cardiometabolic
UKB_20002_1111_self_reported_asthma	gwas	15767	ATH_UKBS	#FFFF00	Allergy
UKB_20002_1111_self_reported_asthma	predixcan_sqtl_all_pairs	4263	ATH_UKBS	#FFFF00	Allergy
UKB_20002_1111_self_reported_asthma	predixcan_sqtl	1026	ATH_UKBS	#FFFF00	Allergy
UKB_20002_1111_self_reported_asthma	predixcan_sqtl_mrcp	69	ATH_UKBS	#FFFF00	Allergy
UKB_20002_1111_self_reported_asthma	predixcan_sqtl_enloc_all_pairs	5	ATH_UKBS	#FFFF00	Allergy
UKB_20002_1111_self_reported_asthma	predixcan_sqtl_enloc	5	ATH_UKBS	#FFFF00	Allergy
UKB_20002_1111_self_reported_asthma	multixcan_sqtl	1137	ATH_UKBS	#FFFF00	Allergy
UKB_20002_1111_self_reported_asthma	multixcan_sqtl_enloc	6	ATH_UKBS	#FFFF00	Allergy
UKB_20002_1111_self_reported_asthma	predixcan_eqtl_all_pairs	1960	ATH_UKBS	#FFFF00	Allergy
UKB_20002_1111_self_reported_asthma	predixcan_eqtl	302	ATH_UKBS	#FFFF00	Allergy
UKB_20002_1111_self_reported_asthma	predixcan_eqtl_enloc_all_pairs	89	ATH_UKBS	#FFFF00	Allergy
UKB_20002_1111_self_reported_asthma	predixcan_eqtl_mrcp	450	ATH_UKBS	#FFFF00	Allergy
UKB_20002_1111_self_reported_asthma	predixcan_eqtl_enloc	39	ATH_UKBS	#FFFF00	Allergy
UKB_20002_1111_self_reported_asthma	multixcan_eqtl	359	ATH_UKBS	#FFFF00	Allergy
UKB_20002_1111_self_reported_asthma	multixcan_eqtl_enloc	52	ATH_UKBS	#FFFF00	Allergy
UKB_20002_1154_self_reported_irritable_bowel_syndrome	gwas	0	IBS_UKBS	#40B000	Digestive system disease
UKB_20002_1154_self_reported_irritable_bowel_syndrome	predixcan_sqtl_all_pairs	0	IBS_UKBS	#40B000	Digestive system disease
UKB_20002_1154_self_reported_irritable_bowel_syndrome	predixcan_sqtl	0	IBS_UKBS	#40B000	Digestive system disease
UKB_20002_1154_self_reported_irritable_bowel_syndrome	predixcan_sqtl_mrcp	0	IBS_UKBS	#40B000	Digestive system disease
UKB_20002_1154_self_reported_irritable_bowel_syndrome	predixcan_sqtl_enloc_all_pairs	0	IBS_UKBS	#40B000	Digestive system disease
UKB_20002_1154_self_reported_irritable_bowel_syndrome	predixcan_sqtl_enloc	0	IBS_UKBS	#40B000	Digestive system disease
UKB_20002_1154_self_reported_irritable_bowel_syndrome	multixcan_sqtl	0	IBS_UKBS	#40B000	Digestive system disease
UKB_20002_1154_self_reported_irritable_bowel_syndrome	multixcan_sqtl_enloc	0	IBS_UKBS	#40B000	Digestive system disease
UKB_20002_1154_self_reported_irritable_bowel_syndrome	predixcan_eqtl_all_pairs	0	IBS_UKBS	#40B000	Digestive system disease
UKB_20002_1154_self_reported_irritable_bowel_syndrome	predixcan_eqtl	0	IBS_UKBS	#40B000	Digestive system disease
UKB_20002_1154_self_reported_irritable_bowel_syndrome	predixcan_eqtl_enloc_all_pairs	0	IBS_UKBS	#40B000	Digestive system disease
UKB_20002_1154_self_reported_irritable_bowel_syndrome	predixcan_eqtl_mrcp	0	IBS_UKBS	#40B000	Digestive system disease
UKB_20002_1154_self_reported_irritable_bowel_syndrome	predixcan_eqtl_enloc	0	IBS_UKBS	#40B000	Digestive system disease
UKB_20002_1154_self_reported_irritable_bowel_syndrome	multixcan_eqtl	1	IBS_UKBS	#40B000	Digestive system disease
UKB_20002_1154_self_reported_irritable_bowel_syndrome	multixcan_eqtl_enloc	0	IBS_UKBS	#40B000	Digestive system disease
UKB_20002_1222_self_reported_type_1_diabetes	gwas	3958	T1D_UKBS	#40A0A0	Immune
UKB_20002_1222_self_reported_type_1_diabetes	predixcan_sqtl_all_pairs	1083	T1D_UKBS	#40A0A0	Immune
UKB_20002_1222_self_reported_type_1_diabetes	predixcan_sqtl	256	T1D_UKBS	#40A0A0	Immune
UKB_20002_1222_self_reported_type_1_diabetes	predixcan_sqtl_mrcp	0	T1D_UKBS	#40A0A0	Immune
UKB_20002_1222_self_reported_type_1_diabetes	predixcan_sqtl_enloc_all_pairs	0	T1D_UKBS	#40A0A0	Immune
UKB_20002_1222_self_reported_type_1_diabetes	predixcan_sqtl_enloc	0	T1D_UKBS	#40A0A0	Immune
UKB_20002_1222_self_reported_type_1_diabetes	multixcan_sqtl	293	T1D_UKBS	#40A0A0	Immune
UKB_20002_1222_self_reported_type_1_diabetes	multixcan_sqtl_enloc	0	T1D_UKBS	#40A0A0	Immune
UKB_20002_1222_self_reported_type_1_diabetes	predixcan_eqtl_all_pairs	578	T1D_UKBS	#40A0A0	Immune
UKB_20002_1222_self_reported_type_1_diabetes	predixcan_eqtl	76	T1D_UKBS	#40A0A0	Immune
UKB_20002_1222_self_reported_type_1_diabetes	predixcan_eqtl_enloc_all_pairs	1	T1D_UKBS	#40A0A0	Immune
UKB_20002_1222_self_reported_type_1_diabetes	predixcan_eqtl_mrcp	7	T1D_UKBS	#40A0A0	Immune
UKB_20002_1222_self_reported_type_1_diabetes	predixcan_eqtl_enloc	1	T1D_UKBS	#40A0A0	Immune
UKB_20002_1222_self_reported_type_1_diabetes	multixcan_eqtl	90	T1D_UKBS	#40A0A0	Immune
UKB_20002_1222_self_reported_type_1_diabetes	multixcan_eqtl_enloc	1	T1D_UKBS	#40A0A0	Immune
UKB_20002_1223_self_reported_type_2_diabetes	gwas	87	T2D_UKBS	#004000	Cardiometabolic
UKB_20002_1223_self_reported_type_2_diabetes	predixcan_sqtl_all_pairs	0	T2D_UKBS	#004000	Cardiometabolic
UKB_20002_1223_self_reported_type_2_diabetes	predixcan_sqtl	0	T2D_UKBS	#004000	Cardiometabolic
UKB_20002_1223_self_reported_type_2_diabetes	predixcan_sqtl_mrcp	0	T2D_UKBS	#004000	Cardiometabolic
UKB_20002_1223_self_reported_type_2_diabetes	predixcan_sqtl_enloc_all_pairs	0	T2D_UKBS	#004000	Cardiometabolic
UKB_20002_1223_self_reported_type_2_diabetes	predixcan_sqtl_enloc	0	T2D_UKBS	#004000	Cardiometabolic
UKB_20002_1223_self_reported_type_2_diabetes	multixcan_sqtl	0	T2D_UKBS	#004000	Cardiometabolic
UKB_20002_1223_self_reported_type_2_diabetes	multixcan_sqtl_enloc	0	T2D_UKBS	#004000	Cardiometabolic
UKB_20002_1223_self_reported_type_2_diabetes	predixcan_eqtl_all_pairs	1	T2D_UKBS	#004000	Cardiometabolic
UKB_20002_1223_self_reported_type_2_diabetes	predixcan_eqtl	1	T2D_UKBS	#004000	Cardiometabolic
UKB_20002_1223_self_reported_type_2_diabetes	predixcan_eqtl_enloc_all_pairs	0	T2D_UKBS	#004000	Cardiometabolic
UKB_20002_1223_self_reported_type_2_diabetes	predixcan_eqtl_mrcp	0	T2D_UKBS	#004000	Cardiometabolic
UKB_20002_1223_self_reported_type_2_diabetes	predixcan_eqtl_enloc	0	T2D_UKBS	#004000	Cardiometabolic
UKB_20002_1223_self_reported_type_2_diabetes	multixcan_eqtl	0	T2D_UKBS	#004000	Cardiometabolic
UKB_20002_1223_self_reported_type_2_diabetes	multixcan_eqtl_enloc	0	T2D_UKBS	#004000	Cardiometabolic
UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	gwas	13201	HYPERTHY_UKBS	#FF8000	Endocrine system disease
UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	predixcan_sqtl_all_pairs	3731	HYPERTHY_UKBS	#FF8000	Endocrine system disease
UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	predixcan_sqtl	725	HYPERTHY_UKBS	#FF8000	Endocrine system disease
UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	predixcan_sqtl_mrcp	0	HYPERTHY_UKBS	#FF8000	Endocrine system disease
UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	predixcan_sqtl_enloc_all_pairs	0	HYPERTHY_UKBS	#FF8000	Endocrine system disease
UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	predixcan_sqtl_enloc	0	HYPERTHY_UKBS	#FF8000	Endocrine system disease
UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	multixcan_sqtl	783	HYPERTHY_UKBS	#FF8000	Endocrine system disease
UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	multixcan_sqtl_enloc	0	HYPERTHY_UKBS	#FF8000	Endocrine system disease
UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	predixcan_eqtl_all_pairs	1576	HYPERTHY_UKBS	#FF8000	Endocrine system disease
UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	predixcan_eqtl	185	HYPERTHY_UKBS	#FF8000	Endocrine system disease
