tissue phenotype rcp_threshold concordance_pearson concordance_spearman n ld_median ld_1st_quartile ld_3rd_quartile
Cells_Cultured_fibroblasts IBD.EUR.Crohns_Disease 0.05 0.360471301825205 0.144901610017889 15 0.068039129121518 0.00994567033037599 0.192088532810962
Cells_Cultured_fibroblasts IBD.EUR.Crohns_Disease 0.1 0.14348464824671 -0.0545454545454545 10 0.0191900111902836 0.00342868301612088 0.0916129013776959
Cells_Cultured_fibroblasts IBD.EUR.Crohns_Disease 0.2 0.815785401912139 0.5 3 0.0113727617338324 0.00655240638984352 0.0191900111902836
Cells_EBV-transformed_lymphocytes IBD.EUR.Crohns_Disease 0 0.334732680171441 0.356035889070147 109 0.0797538315453227 0.0232133777341841 0.243658383581837
Colon_Sigmoid IBD.EUR.Crohns_Disease 0 0.133758487330538 0.180010321832448 3529 0.0543061035220806 0.0109288680377315 0.194873737881418
Colon_Sigmoid IBD.EUR.Crohns_Disease 0.01 0.298870683408357 0.323269289417505 54 0.148911451690719 0.0446755047956019 0.346913822471187
Colon_Sigmoid IBD.EUR.Crohns_Disease 0.05 0.277697148335594 0.108433734939759 8 0.0843695331698276 0.0100912560140783 0.201124839546645
Colon_Sigmoid IBD.EUR.Crohns_Disease 0.1 -1 -1 3 0.346913822471187 0.177716200699053 0.346913822471187
Colon_Sigmoid IBD.EUR.Crohns_Disease 0.2 NA NA 1 0.00851857892691959 0.00851857892691959 0.00851857892691959
Colon_Transverse IBD.EUR.Crohns_Disease 0 0.144685581167848 0.181384210495813 4582 0.0513794839098751 0.0114421645751687 0.18589811306646
Colon_Transverse IBD.EUR.Crohns_Disease 0.01 0.287861670911338 0.339883231132342 81 0.036484883034189 0.0118319430648179 0.246726538397828
Colon_Transverse IBD.EUR.Crohns_Disease 0.05 0.691506241942176 0.726027397260274 11 0.0679077658532287 0.013067753896695 0.435202350525158
Colon_Transverse IBD.EUR.Crohns_Disease 0.1 0.764278717149755 0.857142857142857 8 0.179395918647501 0.0433743529556602 0.421437963138699
Colon_Transverse IBD.EUR.Crohns_Disease 0.2 0.756957701362084 1 4 0.152593818085173 0.012857318278159 0.36376745852461
Esophagus_Gastroesophageal_Junction IBD.EUR.Crohns_Disease 0 0.369981929455741 0.39463364828135 302 0.0720561756531161 0.0183588813487426 0.236035540064671
Esophagus_Gastroesophageal_Junction IBD.EUR.Crohns_Disease 0.01 0.426168700882456 0.504587155963303 11 0.306583777489088 0.0213567278488515 0.39725945805944
Esophagus_Gastroesophageal_Junction IBD.EUR.Crohns_Disease 0.05 1 1 2 0.429995291678758 0.413627374869099 0.446363208488418
Esophagus_Mucosa IBD.EUR.Crohns_Disease 0 0.148060052379546 0.173818563564681 6367 0.0490459827311594 0.0100902239046354 0.188181689243774
Esophagus_Mucosa IBD.EUR.Crohns_Disease 0.01 0.333985535995657 0.371336744618768 116 0.068322952978064 0.0137007366290056 0.272219714674812
Esophagus_Mucosa IBD.EUR.Crohns_Disease 0.05 0.450280643120035 0.48972602739726 26 0.0505728445717522 0.0121845595948968 0.347127961883973
Esophagus_Mucosa IBD.EUR.Crohns_Disease 0.1 0.306280491472095 0.28169014084507 12 0.10580945044231 0.00250936596246078 0.553122976638672
Esophagus_Mucosa IBD.EUR.Crohns_Disease 0.2 0.730234430254395 0.592592592592593 7 0.553122976638672 0.00490576303162061 0.689436255928102
Esophagus_Mucosa IBD.EUR.Crohns_Disease 0.5 NA NA 1 0.00134699201468289 0.00134699201468289 0.00134699201468289
Esophagus_Muscularis IBD.EUR.Crohns_Disease 0 0.153570378043041 0.189121289161146 5231 0.0498000426206026 0.00996812078364813 0.176884851679629
Esophagus_Muscularis IBD.EUR.Crohns_Disease 0.01 0.500275541882423 0.495329953108917 54 0.063384143557259 0.0155371019692065 0.312036720531985
Esophagus_Muscularis IBD.EUR.Crohns_Disease 0.05 0.932644917369667 0.878453038674033 13 0.312036720531985 0.0258701161469845 0.354584876411975
Esophagus_Muscularis IBD.EUR.Crohns_Disease 0.1 0.963273920320823 0.75 7 0.330343575485506 0.158071478318338 0.366307947283885
Esophagus_Muscularis IBD.EUR.Crohns_Disease 0.2 1 1 2 0.363406793392277 0.183756514748484 0.54305707203607
Heart_Atrial_Appendage IBD.EUR.Crohns_Disease 0 0.125774016984 0.143546819853464 4189 0.0467778760218484 0.0105632931577327 0.167639796441982
Heart_Atrial_Appendage IBD.EUR.Crohns_Disease 0.01 0.215303471507152 0.167320473334414 57 0.0747723080562061 0.0143330572102155 0.179197830001547
Heart_Atrial_Appendage IBD.EUR.Crohns_Disease 0.05 0.316918492492288 0.230769230769231 14 0.112437147137168 0.0185335689765991 0.231348956573304
Heart_Atrial_Appendage IBD.EUR.Crohns_Disease 0.1 0.592298775954958 0.563636363636364 10 0.159900986041052 0.0465875376369572 0.274141724572037
Heart_Atrial_Appendage IBD.EUR.Crohns_Disease 0.2 0.700738054930961 0.4 4 0.293671621546194 0.221700534593056 0.350734905370472
Heart_Atrial_Appendage IBD.EUR.Crohns_Disease 0.5 NA NA 1 0.387107888496394 0.387107888496394 0.387107888496394
Kidney_Cortex IBD.EUR.Crohns_Disease 0 NA NA 1 0.0928749276382415 0.0928749276382415 0.0928749276382415
Liver IBD.EUR.Crohns_Disease 0 0.327366962764753 0.30939226519337 13 0.404862441889831 0.136651206660112 0.738754980285707
Liver IBD.EUR.Crohns_Disease 0.01 NA NA 1 0.837447636018832 0.837447636018832 0.837447636018832
Lung IBD.EUR.Crohns_Disease 0 0.150889648557619 0.183023584043228 5338 0.0478372916842885 0.0103644156852949 0.178857596137203
Lung IBD.EUR.Crohns_Disease 0.01 0.394025482424126 0.416226596255401 63 0.0630444751629243 0.0098660671018874 0.169207991927368
Lung IBD.EUR.Crohns_Disease 0.05 0.260644822246894 0.254545454545455 11 0.00851857892691959 0.00126102914019908 0.0578043681787602
Lung IBD.EUR.Crohns_Disease 0.1 0.999950470922496 1 3 0.00851857892691959 0.00613792210577144 0.0379867598563723
Lung IBD.EUR.Crohns_Disease 0.2 0.999950470922496 1 3 0.00851857892691959 0.00613792210577144 0.0379867598563723
Lung IBD.EUR.Crohns_Disease 0.5 NA NA 1 0.00375726528462328 0.00375726528462328 0.00375726528462328
Minor_Salivary_Gland IBD.EUR.Crohns_Disease 0 0.263052521801916 0.0857142857142857 6 0.125089281666047 0.0359298954555489 0.403862719481143
Nerve_Tibial IBD.EUR.Crohns_Disease 0 0.141162577866079 0.171138661626587 6796 0.0465343508385578 0.00975038154382739 0.186620420513803
Nerve_Tibial IBD.EUR.Crohns_Disease 0.01 0.43205770117378 0.464363833622062 70 0.0677685887354175 0.0184273867143658 0.24612622755227
Nerve_Tibial IBD.EUR.Crohns_Disease 0.05 0.676800913145114 0.523297491039427 15 0.297336375190686 0.0467728831674615 0.431048396789862
Nerve_Tibial IBD.EUR.Crohns_Disease 0.1 0.914479237267486 0.885714285714286 6 0.233875881001612 0.0718050661594823 0.626669803418373
Nerve_Tibial IBD.EUR.Crohns_Disease 0.2 1 1 2 0.364220187997177 0.186369383462048 0.542070992532306
Ovary IBD.EUR.Crohns_Disease 0 0.479608782461559 0.364006613169886 53 0.0910039935999029 0.0159441527456325 0.429049291525177
Ovary IBD.EUR.Crohns_Disease 0.01 NA NA 1 0.0578039257263375 0.0578039257263375 0.0578039257263375
Pancreas IBD.EUR.Crohns_Disease 0 0.187254392154475 0.21292260550051 1847 0.0519938735642295 0.0113617342059304 0.203581741802688
Pancreas IBD.EUR.Crohns_Disease 0.01 0.454636268829507 0.334493257938234 24 0.028563204871552 0.00600014912104416 0.15009767695716
Pancreas IBD.EUR.Crohns_Disease 0.05 0.354225322650939 0.2 4 0.00970421622813672 0.0079870449057098 0.0246685283740369
Pancreas IBD.EUR.Crohns_Disease 0.1 -1 -1 2 0.00754041423183957 0.00709378355796935 0.0079870449057098
Pancreas IBD.EUR.Crohns_Disease 0.2 NA NA 1 0.00664715288409912 0.00664715288409912 0.00664715288409912
Pituitary IBD.EUR.Crohns_Disease 0 0.161549566869774 0.195483642220052 2730 0.0523069389412939 0.0143010063102961 0.168081432796814
Pituitary IBD.EUR.Crohns_Disease 0.01 0.531232299851222 0.534855350296271 41 0.11572706451945 0.025166358143018 0.178277334667563
Pituitary IBD.EUR.Crohns_Disease 0.05 0.843681495252039 0.4 4 0.090671403047616 0.0513414509135664 0.127790793577629
Pituitary IBD.EUR.Crohns_Disease 0.1 1 1 2 0.0370671602513508 0.0227928695891352 0.0513414509135664
Pituitary IBD.EUR.Crohns_Disease 0.2 NA NA 1 0.00851857892691959 0.00851857892691959 0.00851857892691959
Prostate IBD.EUR.Crohns_Disease 0 0.173493234612659 0.190697752538391 1458 0.0569671907491539 0.013437065127627 0.178242679090987
Prostate IBD.EUR.Crohns_Disease 0.01 0.512263342841777 0.50828729281768 13 0.0883618454565092 0.0372665174407017 0.445912287600586
Prostate IBD.EUR.Crohns_Disease 0.05 0.861694271767142 0.5 3 0.0693221718861452 0.0379042401423997 0.257617229743366
Prostate IBD.EUR.Crohns_Disease 0.1 1 1 2 0.22619929799962 0.116342803199137 0.336055792800103
Skin_Not_Sun_Exposed_Suprapubic IBD.EUR.Crohns_Disease 0 0.149748869496301 0.187405434608882 6130 0.0508310173666064 0.0114003657561253 0.203548510914692
Skin_Not_Sun_Exposed_Suprapubic IBD.EUR.Crohns_Disease 0.01 0.49329158328543 0.516873080533304 87 0.0545567065018719 0.0138611241178168 0.178079850364009
Skin_Not_Sun_Exposed_Suprapubic IBD.EUR.Crohns_Disease 0.05 0.581950431095568 0.596136962247586 19 0.0500425446469705 0.0218669096094446 0.145314910017791
Skin_Not_Sun_Exposed_Suprapubic IBD.EUR.Crohns_Disease 0.1 0.427582162147302 0.445614035087719 12 0.0402226651778888 0.0172883207329611 0.189676493267956
Skin_Not_Sun_Exposed_Suprapubic IBD.EUR.Crohns_Disease 0.2 0.331396753674124 0.518072289156627 8 0.0576376339670712 0.0208344134233293 0.305454596240581
Skin_Not_Sun_Exposed_Suprapubic IBD.EUR.Crohns_Disease 0.5 NA NA 1 0.0500425446469705 0.0500425446469705 0.0500425446469705
Skin_Sun_Exposed_Lower_leg IBD.EUR.Crohns_Disease 0 0.109791301466691 0.155320297967325 6794 0.0465456782422599 0.00989891514219109 0.177388742093335
Skin_Sun_Exposed_Lower_leg IBD.EUR.Crohns_Disease 0.01 0.216482257026329 0.221116560395317 99 0.0523603658151986 0.0125223971976851 0.17952733426877
Skin_Sun_Exposed_Lower_leg IBD.EUR.Crohns_Disease 0.05 0.537248987754807 0.513471901462664 25 0.060988796762153 0.0332422981693533 0.334721033681562
Skin_Sun_Exposed_Lower_leg IBD.EUR.Crohns_Disease 0.1 0.486050538073234 0.473118279569892 15 0.100500606467343 0.0505024143924653 0.334721033681562
Skin_Sun_Exposed_Lower_leg IBD.EUR.Crohns_Disease 0.2 0.384451201611783 0.393939393939394 10 0.0885340361815518 0.0480368671939594 0.509928022420135
Skin_Sun_Exposed_Lower_leg IBD.EUR.Crohns_Disease 0.5 0.846072997096807 0.8 4 0.736814050037649 0.45137291561658 0.920906302621401
Small_Intestine_Terminal_Ileum IBD.EUR.Crohns_Disease 0 0.0528616385901306 0.0677789177026772 1908 0.0484815973122468 0.0118873233225694 0.153944319337185
Small_Intestine_Terminal_Ileum IBD.EUR.Crohns_Disease 0.01 0.024591334796639 -0.0098570724494825 29 0.0385710325444504 0.00686216250461229 0.123534259537933
Small_Intestine_Terminal_Ileum IBD.EUR.Crohns_Disease 0.05 0.814178752896478 0.5 3 0.0517826703870146 0.0390488546870714 0.151900452410574
Small_Intestine_Terminal_Ileum IBD.EUR.Crohns_Disease 0.1 NA NA 1 0.0517826703870146 0.0517826703870146 0.0517826703870146
Spleen IBD.EUR.Crohns_Disease 0 0.138474596935545 0.172338007071836 3746 0.0477304382477362 0.0106685722551276 0.177731580890724
Spleen IBD.EUR.Crohns_Disease 0.01 0.192220940916816 0.228539694293119 61 0.0813493354621303 0.0282500404408349 0.157881325187079
Spleen IBD.EUR.Crohns_Disease 0.05 0.218621303585544 0.136842105263158 12 0.0813493354621303 0.0486705940157994 0.126427779016585
Spleen IBD.EUR.Crohns_Disease 0.1 0.274871707545926 0.2 4 0.0746519129113683 0.058226146953847 0.10363073368231
Spleen IBD.EUR.Crohns_Disease 0.2 1 1 2 0.119214709351729 0.0935845998561675 0.14484481884729
Stomach IBD.EUR.Crohns_Disease 0 0.114353137584177 0.151789080600225 2708 0.0556478495878371 0.0138897679785476 0.180654690298693
Stomach IBD.EUR.Crohns_Disease 0.01 0.316588321223506 0.362406015037594 20 0.0774898382355624 0.050280383321324 0.161550580990629
Stomach IBD.EUR.Crohns_Disease 0.05 0.119301915036691 0.2 4 0.0746263610379283 0.0416071531460197 0.0983337761107675
Stomach IBD.EUR.Crohns_Disease 0.1 NA NA 1 0.00134699201468289 0.00134699201468289 0.00134699201468289
Testis IBD.EUR.Crohns_Disease 0 0.185980519430686 0.21516866213447 1404 0.0496820386213139 0.0115108938250951 0.185013938250505
Testis IBD.EUR.Crohns_Disease 0.01 0.591668746361619 0.592320722755505 22 0.132097666753193 0.065437141312801 0.190962257469419
Testis IBD.EUR.Crohns_Disease 0.05 0.802017030287599 0.5 3 0.133234295074956 0.0744083485747649 0.143952256358715
Testis IBD.EUR.Crohns_Disease 0.1 NA NA 1 0.0155824020745738 0.0155824020745738 0.0155824020745738
Thyroid IBD.EUR.Crohns_Disease 0 0.153305710589211 0.200321906220984 6511 0.0415299731525509 0.00926077079314191 0.17286783825324
Thyroid IBD.EUR.Crohns_Disease 0.01 0.393558755021142 0.404846147396663 71 0.0358256659646816 0.0142127991189625 0.147755198381483
Thyroid IBD.EUR.Crohns_Disease 0.05 0.644245362631705 0.599118942731278 14 0.109568962195892 0.0273985333645073 0.247190195970202
Thyroid IBD.EUR.Crohns_Disease 0.1 0.597771940120981 0.411764705882353 9 0.0760973029048135 0.0260743866756579 0.146579384231577
Thyroid IBD.EUR.Crohns_Disease 0.2 0.53700075847499 0.6 4 0.0510858447902357 0.0208591651510818 0.0937178232365044
Thyroid IBD.EUR.Crohns_Disease 0.5 1 1 2 0.111338343568195 0.0937178232365044 0.128958863899886
Uterus IBD.EUR.Crohns_Disease 0 0.0931128328471104 0.214285714285714 8 0.0640824956498322 0.0328939246127152 0.145673456376603
Vagina IBD.EUR.Crohns_Disease 0 NA NA 1 0.00141209799112222 0.00141209799112222 0.00141209799112222
Whole_Blood IBD.EUR.Crohns_Disease 0 0.157022609878832 0.192817782800312 6074 0.0461260532184645 0.0104436015276066 0.160962384964539
Whole_Blood IBD.EUR.Crohns_Disease 0.01 0.180428580956966 0.213081387807277 172 0.0692373262017688 0.0168923097171453 0.230205593535562
Whole_Blood IBD.EUR.Crohns_Disease 0.05 0.510801130998856 0.539597757995384 45 0.0811728007233848 0.0118422589155899 0.145131103252079
Whole_Blood IBD.EUR.Crohns_Disease 0.1 0.683248265843939 0.641331346249379 23 0.0951378152100129 0.0546545881644113 0.139181743395031
Whole_Blood IBD.EUR.Crohns_Disease 0.2 0.864415096198747 0.831325301204819 8 0.11514931913114 0.0542964806166168 0.178586949499981
Whole_Blood IBD.EUR.Crohns_Disease 0.5 -1 -1 2 0.164208493666137 0.0889874168062171 0.239429570526056
Adipose_Subcutaneous IBD.EUR.Inflammatory_Bowel_Disease 0 0.133038903354618 0.171507496645973 4951 0.0525603508400056 0.0114797757541475 0.184512897363374
Adipose_Subcutaneous IBD.EUR.Inflammatory_Bowel_Disease 0.01 0.38820661873199 0.440093559704803 53 0.100497620513277 0.0324612199230227 0.284444143118568
Adipose_Subcutaneous IBD.EUR.Inflammatory_Bowel_Disease 0.05 0.530363748448617 0.527272727272727 10 0.0358130597958912 0.00727640847733148 0.185989895133287
Adipose_Subcutaneous IBD.EUR.Inflammatory_Bowel_Disease 0.1 0.698320662316862 0.771428571428571 6 0.134076726003497 0.0138742132160737 0.465041319647913
Adipose_Subcutaneous IBD.EUR.Inflammatory_Bowel_Disease 0.2 0.930700071387146 1 3 0.233243654125106 0.134076726003497 0.387775431140311
Adipose_Visceral_Omentum IBD.EUR.Inflammatory_Bowel_Disease 0 0.13436293237896 0.157539614878291 4442 0.049779126903021 0.0110348614685859 0.186354016763348
Adipose_Visceral_Omentum IBD.EUR.Inflammatory_Bowel_Disease 0.01 0.423458707469609 0.429551015762818 75 0.0629587784976022 0.0174162768282292 0.19928352138989
Adipose_Visceral_Omentum IBD.EUR.Inflammatory_Bowel_Disease 0.05 0.121585027926139 0.10989010989011 13 0.029261908642932 0.00743573910764299 0.0629587784976022
Adipose_Visceral_Omentum IBD.EUR.Inflammatory_Bowel_Disease 0.1 -0.0468052033946865 -0.0476190476190476 8 0.00973461771700707 0.00525367263707545 0.0631729518162975
Adipose_Visceral_Omentum IBD.EUR.Inflammatory_Bowel_Disease 0.2 NA NA 1 0.122075693051815 0.122075693051815 0.122075693051815
Adrenal_Gland IBD.EUR.Inflammatory_Bowel_Disease 0 0.150941296338645 0.183138047897229 1592 0.0531059378116065 0.0125911991287846 0.177855849337192
Adrenal_Gland IBD.EUR.Inflammatory_Bowel_Disease 0.01 0.633874716110387 0.523933855526545 24 0.124479545052758 0.0526405338824158 0.326631098381218
Adrenal_Gland IBD.EUR.Inflammatory_Bowel_Disease 0.05 -0.724319572252368 -0.4 4 0.123500454097274 0.095114357538587 0.18601527927712
Adrenal_Gland IBD.EUR.Inflammatory_Bowel_Disease 0.1 NA NA 1 0.0624123717529699 0.0624123717529699 0.0624123717529699
Artery_Aorta IBD.EUR.Inflammatory_Bowel_Disease 0 0.111394013206974 0.15062473570542 4706 0.0437382899673474 0.00936879788640508 0.158908272328959
Artery_Aorta IBD.EUR.Inflammatory_Bowel_Disease 0.01 0.598819960974793 0.622037016993181 55 0.118053658872559 0.0363568744018472 0.307709948251345
Artery_Aorta IBD.EUR.Inflammatory_Bowel_Disease 0.05 0.756278250031927 0.7 11 0.178333645296895 0.0447334641276672 0.280170702564099
Artery_Aorta IBD.EUR.Inflammatory_Bowel_Disease 0.1 0.928084621311507 1 5 0.292240001540579 0.0624123717529699 0.323179894962111
Artery_Aorta IBD.EUR.Inflammatory_Bowel_Disease 0.2 NA NA 1 0.292240001540579 0.292240001540579 0.292240001540579
Artery_Coronary IBD.EUR.Inflammatory_Bowel_Disease 0 0.290083559622053 0.308235612879576 196 0.0836759710354811 0.0198207889866187 0.265037791857268
Artery_Coronary IBD.EUR.Inflammatory_Bowel_Disease 0.01 0.536381259787254 0.428571428571429 6 0.13729698310848 0.0496140240215061 0.341240440958309
Artery_Tibial IBD.EUR.Inflammatory_Bowel_Disease 0 0.133969652111412 0.176963914502961 6409 0.0483454416352944 0.0102859388682825 0.18620115510017
Artery_Tibial IBD.EUR.Inflammatory_Bowel_Disease 0.01 0.56201879778436 0.579695372338876 101 0.136238824909657 0.0151112345068227 0.351922761248993
Artery_Tibial IBD.EUR.Inflammatory_Bowel_Disease 0.05 0.550929311830914 0.608428446005268 19 0.030959443809691 0.00979220661829202 0.575878499150125
Artery_Tibial IBD.EUR.Inflammatory_Bowel_Disease 0.1 0.502387798901647 0.690476190476191 8 0.0434607350531023 0.00822466414635805 0.45351829328031
Artery_Tibial IBD.EUR.Inflammatory_Bowel_Disease 0.2 1 1 2 0.56743007124937 0.46741326923049 0.667446873268249
Brain_Amygdala IBD.EUR.Inflammatory_Bowel_Disease 0 0.532721497512889 0.51099706744868 32 0.0307094824212431 0.0112316026892999 0.214428631913995
Brain_Anterior_cingulate_cortex_BA24 IBD.EUR.Inflammatory_Bowel_Disease 0 -0.187248169952316 0.214285714285714 7 0.0697946507161593 0.0257598144200614 0.114218669342068
Brain_Caudate_basal_ganglia IBD.EUR.Inflammatory_Bowel_Disease 0 0.207451542005949 0.201840818408184 171 0.048876985635497 0.0131289768826599 0.200941201654125
Brain_Caudate_basal_ganglia IBD.EUR.Inflammatory_Bowel_Disease 0.01 0.373888352485732 0.3 5 0.0393514307276897 0.0149951418091425 0.0850468608753762
Brain_Caudate_basal_ganglia IBD.EUR.Inflammatory_Bowel_Disease 0.05 NA NA 1 0.00201742703170034 0.00201742703170034 0.00201742703170034
Brain_Caudate_basal_ganglia IBD.EUR.Inflammatory_Bowel_Disease 0.1 NA NA 1 0.00201742703170034 0.00201742703170034 0.00201742703170034
Brain_Cerebellar_Hemisphere IBD.EUR.Inflammatory_Bowel_Disease 0 0.143119179866346 0.158565392692552 3179 0.0431328730578077 0.00896579263769486 0.147978128999238
Brain_Cerebellar_Hemisphere IBD.EUR.Inflammatory_Bowel_Disease 0.01 0.543038765034604 0.564483580994313 32 0.155530119938966 0.051805814397388 0.321245563267767
Brain_Cerebellar_Hemisphere IBD.EUR.Inflammatory_Bowel_Disease 0.05 0.748712789157215 0.571428571428571 7 0.211938215672007 0.091776262853431 0.382822261937836
Brain_Cerebellar_Hemisphere IBD.EUR.Inflammatory_Bowel_Disease 0.1 0.703511968216394 0.4 4 0.160220546037937 0.100139569628649 0.270053401905981
Brain_Cerebellar_Hemisphere IBD.EUR.Inflammatory_Bowel_Disease 0.2 NA NA 1 0.444398960607905 0.444398960607905 0.444398960607905
Brain_Cerebellum IBD.EUR.Inflammatory_Bowel_Disease 0 0.116016400009718 0.142147021645686 4087 0.044687078595194 0.00962213036403901 0.15761399774585
Brain_Cerebellum IBD.EUR.Inflammatory_Bowel_Disease 0.01 0.397954526866402 0.41312593019348 63 0.0632621817071622 0.0218685951232881 0.233250721684601
Brain_Cerebellum IBD.EUR.Inflammatory_Bowel_Disease 0.05 0.528679694079044 0.571428571428571 13 0.108502876403867 0.0364282926080258 0.211938215672007
Brain_Cerebellum IBD.EUR.Inflammatory_Bowel_Disease 0.1 0.692746409992787 0.718181818181818 11 0.0913786993478523 0.0351598536285296 0.200105666082031
Brain_Cerebellum IBD.EUR.Inflammatory_Bowel_Disease 0.2 0.743357695516079 0.771428571428571 6 0.100144642882803 0.0501658942929824 0.168432483973479
Brain_Cerebellum IBD.EUR.Inflammatory_Bowel_Disease 0.5 NA NA 1 0.108910586417753 0.108910586417753 0.108910586417753
Brain_Cortex IBD.EUR.Inflammatory_Bowel_Disease 0 0.123864872425213 0.159415505472859 2687 0.0502439145925395 0.0120862007806849 0.160019310201101
Brain_Cortex IBD.EUR.Inflammatory_Bowel_Disease 0.01 0.193121680477351 0.125209646636979 47 0.0218716901936572 0.00631564288693027 0.178834921878608
Brain_Cortex IBD.EUR.Inflammatory_Bowel_Disease 0.05 0.160299294964178 0.142857142857143 8 0.0261484964975192 0.00667510813420025 0.120265997509474
Brain_Cortex IBD.EUR.Inflammatory_Bowel_Disease 0.1 -1 -1 2 0.356068568963918 0.178160967702675 0.533976170225162
Brain_Cortex IBD.EUR.Inflammatory_Bowel_Disease 0.2 NA NA 1 0.000253366441431059 0.000253366441431059 0.000253366441431059
Brain_Frontal_Cortex_BA9 IBD.EUR.Inflammatory_Bowel_Disease 0 0.160109970457081 0.182873691526337 2450 0.0482925283665292 0.0116577616322489 0.149686516002064
Brain_Frontal_Cortex_BA9 IBD.EUR.Inflammatory_Bowel_Disease 0.01 0.563561766988077 0.572503763171099 33 0.069590514446152 0.0253294171970928 0.29130347650957
Brain_Frontal_Cortex_BA9 IBD.EUR.Inflammatory_Bowel_Disease 0.05 0.780436137373948 0.857142857142857 7 0.148763643005489 0.00514812877362565 0.336375596197244
Brain_Frontal_Cortex_BA9 IBD.EUR.Inflammatory_Bowel_Disease 0.1 1 1 2 0.0747362060379129 0.0377224875541249 0.111749924521701
Brain_Frontal_Cortex_BA9 IBD.EUR.Inflammatory_Bowel_Disease 0.2 1 1 2 0.0747362060379129 0.0377224875541249 0.111749924521701
Brain_Frontal_Cortex_BA9 IBD.EUR.Inflammatory_Bowel_Disease 0.5 NA NA 1 0.000708769070336879 0.000708769070336879 0.000708769070336879
Brain_Hippocampus IBD.EUR.Inflammatory_Bowel_Disease 0 0.114362674466142 0.127729992749493 164 0.082225464454967 0.0186700036232194 0.199662663563701
Brain_Hippocampus IBD.EUR.Inflammatory_Bowel_Disease 0.01 0.69884855210046 0.5 3 0.00265402375664269 0.0021786134585113 0.0783267773894059
Brain_Hippocampus IBD.EUR.Inflammatory_Bowel_Disease 0.05 NA NA 1 0.00265402375664269 0.00265402375664269 0.00265402375664269
Brain_Hypothalamus IBD.EUR.Inflammatory_Bowel_Disease 0 0.298828609502049 0.308260818474745 99 0.0779023598903521 0.0144843851079447 0.195098827233692
Brain_Hypothalamus IBD.EUR.Inflammatory_Bowel_Disease 0.01 0.439132348712829 0.4 4 0.0148923251091998 0.0103447722237714 0.0426860990131014
Brain_Hypothalamus IBD.EUR.Inflammatory_Bowel_Disease 0.05 NA NA 1 0.00361009335941996 0.00361009335941996 0.00361009335941996
Brain_Hypothalamus IBD.EUR.Inflammatory_Bowel_Disease 0.1 NA NA 1 0.00361009335941996 0.00361009335941996 0.00361009335941996
Brain_Hypothalamus IBD.EUR.Inflammatory_Bowel_Disease 0.2 NA NA 1 0.00361009335941996 0.00361009335941996 0.00361009335941996
Brain_Nucleus_accumbens_basal_ganglia IBD.EUR.Inflammatory_Bowel_Disease 0 0.400017500446221 0.377750850173944 85 0.0484156897209398 0.00845157130672027 0.232978716868
Brain_Nucleus_accumbens_basal_ganglia IBD.EUR.Inflammatory_Bowel_Disease 0.01 0.849351287140963 0.5 3 0.232978716868 0.117260981462488 0.523217511170022
Brain_Putamen_basal_ganglia IBD.EUR.Inflammatory_Bowel_Disease 0 0.20105162912109 0.212386955330227 69 0.0636186184982649 0.0142823925740885 0.211769504721067
Brain_Putamen_basal_ganglia IBD.EUR.Inflammatory_Bowel_Disease 0.01 NA NA 1 0.14986073235023 0.14986073235023 0.14986073235023
Brain_Spinal_cord_cervical_c-1 IBD.EUR.Inflammatory_Bowel_Disease 0 0.506888203895611 0.339233038348083 16 0.0904276496689931 0.006919568639668 0.14150123965072
Brain_Substantia_nigra IBD.EUR.Inflammatory_Bowel_Disease 0 0.635225747497644 0.633333333333333 9 0.0492387756847157 0.00947019859879079 0.0636884728862651
Breast_Mammary_Tissue IBD.EUR.Inflammatory_Bowel_Disease 0 0.156989709585501 0.190716110147705 3307 0.0564242457465394 0.0135041247088288 0.184505582275953
Breast_Mammary_Tissue IBD.EUR.Inflammatory_Bowel_Disease 0.01 0.361200228030676 0.366751269035533 44 0.114487565984829 0.0181483664304104 0.432737584531393
Breast_Mammary_Tissue IBD.EUR.Inflammatory_Bowel_Disease 0.05 0.799520272513022 0.678571428571428 7 0.0185549330320627 0.0050296562405307 0.0513251342618581
Breast_Mammary_Tissue IBD.EUR.Inflammatory_Bowel_Disease 0.1 0.752086300621073 0.4 4 0.0320190043272256 0.00131589258806987 0.0890162366240047
Breast_Mammary_Tissue IBD.EUR.Inflammatory_Bowel_Disease 0.2 NA NA 1 0.168827831237109 0.168827831237109 0.168827831237109
Cells_Cultured_fibroblasts IBD.EUR.Inflammatory_Bowel_Disease 0 0.172850557422804 0.204088004529254 6850 0.0422345882564047 0.00918501385106791 0.185707995495624
Cells_Cultured_fibroblasts IBD.EUR.Inflammatory_Bowel_Disease 0.01 0.460070181325133 0.478421117292943 111 0.0783769331257259 0.0113944968854993 0.278706331941453
Cells_Cultured_fibroblasts IBD.EUR.Inflammatory_Bowel_Disease 0.05 0.506744377033072 0.471538461538462 25 0.0735618188687282 0.00851857892691959 0.27967521026299
Cells_Cultured_fibroblasts IBD.EUR.Inflammatory_Bowel_Disease 0.1 0.111581056612712 -0.107142857142857 7 0.00851857892691959 0.00274346695617536 0.0125563211793111
Cells_Cultured_fibroblasts IBD.EUR.Inflammatory_Bowel_Disease 0.2 -0.821601604920208 -0.9 5 0.0113727617338324 0.00375488286649609 0.0137398806247898
