tissue	phenotype	delta_0	ldscore_slope	var_err	var_beta_gene	var_beta_gene_null
Heart_Atrial_Appendage	UKB_1180_Morning_or_evening_person_chronotype	0.00332666179421244	1.23407826503839e-06	8.98781567449842e-06	3.70283298912671e-06	1.1740039375631e-17
Heart_Atrial_Appendage	UKB_1200_Sleeplessness_or_insomnia	0.00318639017332166	4.09694394449371e-07	7.35042155638619e-06	2.57203097273504e-06	6.91878338158115e-07
Heart_Atrial_Appendage	UKB_1807_Fathers_age_at_death	0.00293626287918153	3.36083192613879e-07	6.20953342784618e-06	2.29041378471673e-06	1.31433637803646e-07
Heart_Atrial_Appendage	UKB_20016_Fluid_intelligence_score	0.00315303567091206	1.94112071991953e-06	8.33334218006973e-06	4.73937768154741e-06	2.95270452913065e-18
Heart_Atrial_Appendage	UKB_20022_Birth_weight	0.00348598470169933	3.55968572227962e-07	9.32462107291671e-06	4.13230789212836e-06	4.52571342613311e-08
Heart_Atrial_Appendage	UKB_20127_Neuroticism_score	0.00308285451610127	2.403914102025e-06	8.60093505296026e-06	6.25088274427925e-06	1.00703619716461e-07
Heart_Atrial_Appendage	UKB_21001_Body_mass_index_BMI	0.00414208118628945	2.20871611394367e-06	1.54783583067803e-05	9.61226761691294e-06	1.52528975326147e-06
Heart_Atrial_Appendage	UKB_23099_Body_fat_percentage	0.00404692004968801	2.26415495261156e-06	1.49284734350709e-05	7.2069577127988e-06	0
Heart_Atrial_Appendage	UKB_3526_Mothers_age_at_death	0.00292892764136168	2.30979674920719e-08	5.94190813612116e-06	4.01439560657047e-06	0
Heart_Atrial_Appendage	UKB_50_Standing_height	0.00513616396874357	6.38984542046176e-06	3.84701740009736e-05	2.11386324512537e-05	5.47737980057412e-06
Heart_Atrial_Appendage	UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	0.00290900554373912	-9.83784753465805e-08	6.35201707018469e-06	4.91659983302467e-06	0
Heart_Atrial_Appendage	UKB_20002_1111_self_reported_asthma	0.00295527111318236	3.18031472082918e-06	9.78025215470186e-06	1.55488389331211e-05	7.48441934650634e-07
Heart_Atrial_Appendage	UKB_20002_1154_self_reported_irritable_bowel_syndrome	0.00279161877075643	1.62012337180126e-08	5.57917310114323e-06	3.29893542520855e-06	2.39040060378505e-19
Heart_Atrial_Appendage	UKB_20002_1222_self_reported_type_1_diabetes	0.0025951530168883	1.19721780460911e-06	6.07542717351328e-06	5.53181432761119e-06	8.53714586379933e-07
Heart_Atrial_Appendage	UKB_20002_1223_self_reported_type_2_diabetes	0.00285125135731001	-3.96700909305511e-07	5.49995832965499e-06	2.32999892913073e-06	2.13698964903795e-07
Heart_Atrial_Appendage	UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	0.00234962994076508	4.24417620806963e-06	9.87547042856036e-06	1.74194254118021e-05	2.6308159821663e-06
Heart_Atrial_Appendage	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	0.00288734083571961	3.96314149165301e-06	1.23737208925526e-05	1.17831860780235e-05	6.3949883412226e-19
Heart_Atrial_Appendage	UKB_20002_1243_self_reported_psychological_or_psychiatric_problem	0.00280581700950588	-8.13726976345338e-07	5.32402056204354e-06	2.36373083824858e-06	9.65898755787436e-09
Heart_Atrial_Appendage	UKB_20002_1261_self_reported_multiple_sclerosis	0.00264251008845279	1.25116204012464e-06	6.51383925778853e-06	8.51038343146318e-06	7.71052496530948e-18
Heart_Atrial_Appendage	UKB_20002_1262_self_reported_parkinsons_disease	0.00279564814707823	-2.02772438007321e-07	5.50322186689736e-06	3.40224830189413e-06	6.82999949795216e-07
Heart_Atrial_Appendage	UKB_20002_1265_self_reported_migraine	0.00287517668003768	-6.02243086448964e-08	5.9730659972548e-06	2.15552420543093e-06	2.97274944971808e-07
Heart_Atrial_Appendage	UKB_20002_1289_self_reported_schizophrenia	0.00279687142276437	-6.32284012926522e-07	5.2661118222922e-06	1.39663970422259e-06	5.00940767924104e-07
Heart_Atrial_Appendage	UKB_20002_1309_self_reported_osteoporosis	0.00287165140967737	-7.24974782211121e-08	5.75904289788625e-06	3.58929107876249e-06	1.27109468527861e-19
Heart_Atrial_Appendage	UKB_20002_1313_self_reported_ankylosing_spondylitis	0.00260911084682094	1.7671555545378e-06	1.0814952729289e-05	1.12238895525649e-05	0
Heart_Atrial_Appendage	UKB_20002_1452_self_reported_eczema_or_dermatitis	0.00283998968153372	4.64884105114162e-08	6.2401340120657e-06	4.19051017948496e-06	6.86840078198869e-18
Heart_Atrial_Appendage	UKB_20002_1453_self_reported_psoriasis	0.00234214671218368	5.48822533978203e-06	2.77724310001512e-05	4.15079633968112e-05	0
Heart_Atrial_Appendage	UKB_20002_1461_self_reported_inflammatory_bowel_disease	0.00275670158415511	-5.21758352667485e-07	5.18569028196794e-06	2.80000489910049e-06	4.4586348020947e-19
Heart_Atrial_Appendage	UKB_20002_1462_self_reported_crohns_disease	0.00281427085254447	-3.08911247428964e-07	5.7501433435107e-06	3.22533415691144e-06	2.60326883825215e-07
Heart_Atrial_Appendage	UKB_20002_1463_self_reported_ulcerative_colitis	0.00275121179688219	6.7158835947159e-07	5.61044784463976e-06	4.960943204438e-06	8.02444899857173e-07
Heart_Atrial_Appendage	UKB_20002_1464_self_reported_rheumatoid_arthritis	0.00266735087569119	1.28873671779497e-06	6.97342659556721e-06	6.59063162954852e-06	1.71566331853683e-19
Heart_Atrial_Appendage	UKB_20002_1466_self_reported_gout	0.00290485286186336	3.89634724670902e-07	6.17105843968236e-06	2.27768190737786e-06	0
Heart_Atrial_Appendage	UKB_20002_1473_self_reported_high_cholesterol	0.00317118835007899	5.75175854824278e-07	8.72630040408718e-06	2.96055904559519e-06	8.96609840500379e-07
Heart_Atrial_Appendage	UKB_20002_1616_self_reported_insomnia	0.00281611514992986	-7.97322564527458e-07	5.39305171324147e-06	2.77078525181934e-06	0
Heart_Atrial_Appendage	UKB_2395_2_Hair_or_balding_pattern_Pattern_2	0.00287553622823865	1.15950698703768e-07	6.18529932703886e-06	4.66915718860415e-06	2.03015491175406e-07
Heart_Atrial_Appendage	UKB_2395_3_Hair_or_balding_pattern_Pattern_3	0.00280749799741753	9.66537573456005e-07	6.27090324870117e-06	6.27557327631304e-06	4.12808534668012e-21
Heart_Atrial_Appendage	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	0.00294489466561296	2.26145359010746e-06	8.97303054503084e-06	1.21212024281538e-05	2.00879559766941e-19
Heart_Atrial_Appendage	UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	0.00286610023606845	2.68643641216565e-07	5.8761368898136e-06	4.21892109245708e-06	0
Heart_Atrial_Appendage	UKB_6152_5_diagnosed_by_doctor_Blood_clot_in_the_leg_DVT	0.0028984980558605	2.61626589905464e-09	6.25914235095403e-06	5.14150793543929e-06	3.11364449314111e-19
Heart_Atrial_Appendage	UKB_6152_7_diagnosed_by_doctor_Blood_clot_in_the_lung	0.00279689582579139	-3.05977342693891e-08	5.66182303374731e-06	3.74077237771246e-06	2.45444404220429e-19
Heart_Atrial_Appendage	UKB_6152_8_diagnosed_by_doctor_Asthma	0.00292865859394236	3.29822073625507e-06	9.7378913909987e-06	1.51260444907871e-05	8.79710913103681e-19
Heart_Atrial_Appendage	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	0.00331147725561441	1.38945730628398e-06	1.06425261266965e-05	8.11472256575609e-06	0
Heart_Atrial_Appendage	UKB_G40_Diagnoses_main_ICD10_G40_Epilepsy	0.00276016609877162	-5.67208530569443e-07	5.26902563291709e-06	2.07776887870764e-06	5.43789243907866e-21
Heart_Atrial_Appendage	UKB_G43_Diagnoses_main_ICD10_G43_Migraine	0.00278497317471647	-3.73105411111178e-07	5.28704201977387e-06	2.71436633379539e-06	9.7611302865258e-08
Heart_Atrial_Appendage	UKB_20002_1065_self_reported_hypertension	0.00356863742024001	2.02718026174181e-06	1.15742332822408e-05	6.14838020115108e-06	9.85996947323455e-07
Heart_Atrial_Appendage	MAGIC_FastingGlucose	0.00712889664138852	5.28203849576515e-07	3.63419865737963e-05	1.32931772744857e-05	1.48859219225959e-06
Heart_Atrial_Appendage	MAGIC_ln_FastingInsulin	0.00785605703608706	-1.93159075392862e-07	4.17732438911036e-05	1.55819063761027e-05	4.31154435160116e-06
Heart_Atrial_Appendage	SSGAC_Depressive_Symptoms	0.00380783951186863	2.19337117370949e-07	1.05871029182525e-05	3.10297625226596e-06	8.63278318314733e-07
Heart_Atrial_Appendage	MAGNETIC_CH2.DB.ratio	0.0107190139281224	-2.63032433374554e-06	8.5291484006071e-05	3.64390268599335e-05	3.58668741956495e-18
Heart_Atrial_Appendage	MAGNETIC_HDL.C	0.0120578773176011	-1.57091558431676e-06	0.000104180591584209	4.00632338893258e-05	4.22554413236979e-07
Heart_Atrial_Appendage	MAGNETIC_IDL.TG	0.011352407470338	-6.35164836460308e-07	9.04372537494221e-05	3.79862946784265e-05	3.80351146675391e-18
Heart_Atrial_Appendage	MAGNETIC_LDL.C	0.0143665812555846	-1.12916313852072e-06	0.000145761037039002	6.44140343501476e-05	1.24506935752532e-06
Heart_Atrial_Appendage	CARDIoGRAM_C4D_CAD_ADDITIVE	0.00399850936409372	2.11475091377509e-07	1.22237164852379e-05	4.4671764953504e-06	4.17058360847382e-21
Heart_Atrial_Appendage	SSGAC_Education_Years_Pooled	0.0034403026250637	1.32353281436319e-06	9.85477157610312e-06	3.36371821076845e-06	1.84793866048622e-20
Heart_Atrial_Appendage	Astle_et_al_2016_Eosinophil_counts	0.00406500312205041	8.67405491981984e-06	2.94363643109932e-05	2.92707505097799e-05	1.56683112713349e-06
Heart_Atrial_Appendage	Astle_et_al_2016_Granulocyte_count	0.00410288242967897	7.35179697548977e-06	2.44698205943019e-05	3.78027007342339e-05	7.91521933177311e-07
Heart_Atrial_Appendage	Astle_et_al_2016_High_light_scatter_reticulocyte_count	0.00447058358917277	6.78698502087817e-06	3.6078388336437e-05	1.7012522848869e-05	9.53833923809196e-20
Heart_Atrial_Appendage	Astle_et_al_2016_Lymphocyte_counts	0.00414985279328184	9.12068742676222e-06	3.35379781458044e-05	3.25388558957237e-05	1.85477729631981e-06
Heart_Atrial_Appendage	Astle_et_al_2016_Monocyte_count	0.00429603945660839	7.54108137019068e-06	3.228696488084e-05	1.94272459434249e-05	0
Heart_Atrial_Appendage	Astle_et_al_2016_Myeloid_white_cell_count	0.00408644437842858	7.64761662709899e-06	2.52952942699414e-05	3.82350200275275e-05	9.83352437390244e-18
Heart_Atrial_Appendage	Astle_et_al_2016_Neutrophil_count	0.0041297197628651	6.98019933956436e-06	2.36312321671747e-05	3.48956958079479e-05	1.19743276587878e-19
Heart_Atrial_Appendage	Astle_et_al_2016_Platelet_count	0.0050239782607948	3.99312069207224e-06	3.03317440912696e-05	1.79458141535804e-05	1.29971007907064e-18
Heart_Atrial_Appendage	Astle_et_al_2016_Red_blood_cell_count	0.00464410424397625	5.4360718157591e-06	2.93535515035646e-05	2.43783121942876e-05	3.90263378587383e-06
Heart_Atrial_Appendage	Astle_et_al_2016_Reticulocyte_count	0.00437864384554373	7.86758633865237e-06	3.7627894106392e-05	1.8527594563024e-05	6.22030646433101e-19
Heart_Atrial_Appendage	Astle_et_al_2016_Sum_basophil_neutrophil_counts	0.0041184851859489	7.06947751285853e-06	2.36934885583598e-05	3.59511565428104e-05	8.50958125594196e-07
Heart_Atrial_Appendage	Astle_et_al_2016_Sum_eosinophil_basophil_counts	0.00403516298650905	8.63433437574859e-06	2.87572154626273e-05	2.97704049400856e-05	2.99056212476875e-06
Heart_Atrial_Appendage	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	0.00411086156013254	7.26958621056366e-06	2.43563586713786e-05	3.71886638315023e-05	3.49557115511771e-20
Heart_Atrial_Appendage	Astle_et_al_2016_White_blood_cell_count	0.00397670399966461	9.69595735243074e-06	3.08693744030482e-05	4.83580685460275e-05	3.67645538690777e-19
Heart_Atrial_Appendage	ENIGMA_Intracraneal_Volume	0.00894440577167312	1.67823498783794e-06	5.94404224856605e-05	3.6767179235696e-05	7.20323751978473e-07
Heart_Atrial_Appendage	GIANT_HEIGHT	0.00489050586405614	3.24363818005626e-06	2.72860472045593e-05	8.78008490781907e-06	0
Heart_Atrial_Appendage	Jones_et_al_2016_Chronotype	0.00492250500221835	2.95768132937749e-07	1.74155145777201e-05	7.18647885613339e-06	1.1661661745234e-06
Heart_Atrial_Appendage	Jones_et_al_2016_SleepDuration	0.00453963186017292	9.74363534525747e-07	1.50933363332816e-05	7.81091803332772e-06	0
Heart_Atrial_Appendage	pgc.scz2	0.00483523923904213	5.07387783357637e-06	2.34702511513163e-05	1.60967075869613e-05	0
Heart_Atrial_Appendage	RA_OKADA_TRANS_ETHNIC	0.00488765799774001	1.09100485541016e-05	7.9384161624008e-05	9.95620644726388e-05	2.24914047444418e-05
Heart_Atrial_Appendage	CNCR_Insomnia_all	0.0050731645489614	-9.41001661650181e-07	1.65523626396014e-05	7.78367062203008e-06	8.3573407110586e-07
Heart_Atrial_Appendage	EAGLE_Eczema	0.00490184672889598	-2.21942112309257e-07	1.70803687107456e-05	7.98756237394807e-06	9.56107909844176e-07
Heart_Atrial_Appendage	IBD.EUR.Crohns_Disease	0.0120056494383109	3.95011681944537e-06	0.000120675610340637	6.33011515808896e-05	1.22637979045321e-05
Heart_Atrial_Appendage	IBD.EUR.Inflammatory_Bowel_Disease	0.00965210062536873	2.95891458336855e-06	7.83634703093418e-05	6.66757231944199e-05	2.78609463002398e-16
Heart_Atrial_Appendage	IBD.EUR.Ulcerative_Colitis	0.0103554611588898	3.22665970965917e-06	8.91655698325931e-05	0.000102921869913655	0
Heart_Atrial_Appendage	IGAP_Alzheimer	0.00709814507127282	3.64754129204264e-07	4.13466980652456e-05	1.37567772364624e-05	0
Heart_Atrial_Appendage	IMMUNOBASE_Systemic_lupus_erythematosus_hg19	0.00942546330078242	1.88585702617019e-05	0.000159198266668118	0.000244230835405328	0
Heart_Atrial_Appendage	PGC_ADHD_EUR_2017	0.00742838434096667	3.87455904678533e-07	3.86234171351493e-05	2.13424726322229e-05	4.11917411250108e-17
Heart_Atrial_Appendage	BCAC_ER_negative_BreastCancer_EUR	0.00497708151931483	6.6889850600795e-07	1.91323714436452e-05	9.72248978825914e-06	0
Heart_Atrial_Appendage	BCAC_ER_positive_BreastCancer_EUR	0.00484218584636359	-5.27130275401408e-07	1.67140985205251e-05	4.19149632275488e-06	1.58454469038092e-06
Heart_Atrial_Appendage	BCAC_Overall_BreastCancer_EUR	0.00508973676170311	1.08430905153863e-06	2.05385646047397e-05	8.41407694801925e-06	5.94415725846815e-07
Heart_Atrial_Appendage	EGG_BW3_EUR	0.00496605256639883	2.57236557688584e-07	1.77922713184924e-05	9.26629483008227e-06	1.373459417124e-20
Heart_Atrial_Appendage	GEFOS_Forearm	0.00765522531693187	-1.52692693194659e-06	4.01824029624692e-05	1.15946844847171e-05	6.81936550852614e-06
Heart_Left_Ventricle	UKB_1160_Sleep_duration	0.00309489286028825	1.64164046702321e-06	7.80980460401994e-06	4.57305760267425e-06	0
Heart_Left_Ventricle	UKB_1180_Morning_or_evening_person_chronotype	0.00336025158913391	1.1096526964802e-06	8.95673007543544e-06	4.48903642846942e-06	5.31948283329103e-07
Heart_Left_Ventricle	UKB_1200_Sleeplessness_or_insomnia	0.00315554459566835	4.45602095065039e-07	7.56780379756181e-06	2.35766462239712e-06	9.97523850728623e-19
Heart_Left_Ventricle	UKB_1807_Fathers_age_at_death	0.00289200420562563	4.75999484180767e-07	6.11207015361826e-06	2.08951928460636e-06	0
Heart_Left_Ventricle	UKB_20016_Fluid_intelligence_score	0.00311942676887689	2.10746347226402e-06	8.30853124656886e-06	6.07786263976001e-06	9.396648057525e-07
Heart_Left_Ventricle	UKB_20022_Birth_weight	0.00345663930565447	2.67738183359663e-07	8.92357431174572e-06	5.21759102588636e-06	5.22706787400322e-07
Heart_Left_Ventricle	UKB_20127_Neuroticism_score	0.00301412345797494	2.83545247257131e-06	8.47741444120686e-06	7.51617179402811e-06	9.34400234235799e-18
Heart_Left_Ventricle	UKB_21001_Body_mass_index_BMI	0.00413663675276564	2.43939664215761e-06	1.56904838851769e-05	7.81406896971689e-06	5.13192874940839e-07
Heart_Left_Ventricle	UKB_23099_Body_fat_percentage	0.00403100957613054	2.58617546309628e-06	1.49945583407792e-05	8.31086600149447e-06	3.14874071746182e-06
Heart_Left_Ventricle	UKB_3526_Mothers_age_at_death	0.00292765750464481	1.48751628847009e-07	5.91693426525075e-06	3.52286907700803e-06	3.06367191938295e-09
Heart_Left_Ventricle	UKB_50_Standing_height	0.0051485437154898	6.73449643393245e-06	3.83531323953795e-05	2.7281813243371e-05	0
Heart_Left_Ventricle	UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	0.00290263395998747	1.93760348647209e-08	6.02635096598799e-06	6.22278959350721e-06	0
Heart_Left_Ventricle	UKB_20002_1111_self_reported_asthma	0.00296762633833238	3.22774069409857e-06	9.83827695462036e-06	1.79345777230045e-05	4.79226427436895e-19
Heart_Left_Ventricle	UKB_20002_1154_self_reported_irritable_bowel_syndrome	0.00279033680382217	1.36570034633684e-08	5.58801225575761e-06	3.21570705842052e-06	1.29184680940776e-07
Heart_Left_Ventricle	UKB_20002_1222_self_reported_type_1_diabetes	0.00255716543676627	1.27092975215611e-06	6.01737815779955e-06	6.89386710390165e-06	2.83497725893903e-08
Heart_Left_Ventricle	UKB_20002_1223_self_reported_type_2_diabetes	0.00284183786819699	-3.11114331515101e-07	5.52353232147524e-06	2.97554812813027e-06	1.00580852836236e-07
Heart_Left_Ventricle	UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	0.0023519165579473	4.21102993248288e-06	8.87369175276837e-06	2.40387349536452e-05	0
Heart_Left_Ventricle	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	0.00283053616001805	4.31077013682057e-06	1.21497197707214e-05	1.36229774772941e-05	2.99544082251995e-06
Heart_Left_Ventricle	UKB_20002_1243_self_reported_psychological_or_psychiatric_problem	0.00281293465479085	-8.01129006250011e-07	5.16001787642213e-06	2.52808777914727e-06	5.43554024145127e-18
Heart_Left_Ventricle	UKB_20002_1261_self_reported_multiple_sclerosis	0.00259572389840789	1.71903485744384e-06	7.34404580959544e-06	7.34342897880421e-06	9.72754109067146e-07
Heart_Left_Ventricle	UKB_20002_1262_self_reported_parkinsons_disease	0.00278024184985576	-3.48903749375519e-08	5.45444611315088e-06	3.64944708816932e-06	5.85269721575815e-20
Heart_Left_Ventricle	UKB_20002_1265_self_reported_migraine	0.00291994548598864	-3.82589922837226e-08	6.23757536288486e-06	2.60350698518066e-06	2.61061186638215e-19
Heart_Left_Ventricle	UKB_20002_1289_self_reported_schizophrenia	0.00277856686511644	-4.9733367611681e-07	5.35868517641636e-06	1.5395404317942e-06	0
Heart_Left_Ventricle	UKB_20002_1309_self_reported_osteoporosis	0.00284901802052468	4.23184523150829e-08	5.66021999282565e-06	4.48911795053459e-06	3.4641297288071e-07
Heart_Left_Ventricle	UKB_20002_1313_self_reported_ankylosing_spondylitis	0.00258098110421754	1.9718639379871e-06	1.11798873658026e-05	8.88991429032978e-06	2.28627145820289e-05
Heart_Left_Ventricle	UKB_20002_1452_self_reported_eczema_or_dermatitis	0.00284487062247396	2.46457941177149e-08	5.85587387739473e-06	5.74957077076898e-06	2.99441677770707e-07
Heart_Left_Ventricle	UKB_20002_1453_self_reported_psoriasis	0.0023490957726644	5.66919794533621e-06	2.29596572453088e-05	3.40174230135725e-05	6.09309674763481e-05
Heart_Left_Ventricle	UKB_20002_1461_self_reported_inflammatory_bowel_disease	0.00271731369818342	-3.94402174431542e-07	5.21278993745468e-06	3.05837026828054e-06	2.21851306566238e-19
Heart_Left_Ventricle	UKB_20002_1462_self_reported_crohns_disease	0.00274373511687959	-1.21377120444336e-08	5.53849032699554e-06	3.38404199058354e-06	5.05996742804421e-07
Heart_Left_Ventricle	UKB_20002_1463_self_reported_ulcerative_colitis	0.00275381614591	5.81587381174052e-07	5.76536476157857e-06	6.01828682040751e-06	0
Heart_Left_Ventricle	UKB_20002_1464_self_reported_rheumatoid_arthritis	0.00264480216533518	1.53711493926216e-06	7.2433667568493e-06	7.28760233656425e-06	4.57965021570765e-19
Heart_Left_Ventricle	UKB_20002_1466_self_reported_gout	0.00288872848124083	6.04986792538641e-07	6.51076595806839e-06	2.16413077014428e-06	4.74653650065482e-07
Heart_Left_Ventricle	UKB_20002_1473_self_reported_high_cholesterol	0.00310429289663967	8.77214571117316e-07	8.75710806175582e-06	2.70301998581281e-06	1.9752464123734e-06
Heart_Left_Ventricle	UKB_20002_1616_self_reported_insomnia	0.00280179703443142	-8.0387984567315e-07	5.31738080494415e-06	3.48349355363599e-06	8.04161598428331e-07
Heart_Left_Ventricle	UKB_2395_2_Hair_or_balding_pattern_Pattern_2	0.00283054574320322	2.97292905815872e-07	6.1057729104468e-06	4.93444385294944e-06	5.51140669708247e-07
Heart_Left_Ventricle	UKB_2395_3_Hair_or_balding_pattern_Pattern_3	0.00278612868931674	1.14282240128173e-06	6.47322223166897e-06	7.25544353922613e-06	2.95081903365626e-19
Heart_Left_Ventricle	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	0.00295072468908654	2.52254389869116e-06	8.9095874244113e-06	1.53167906883524e-05	2.97652623998925e-06
Heart_Left_Ventricle	UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	0.00284103996022668	4.87310764120354e-07	6.10052104697024e-06	4.70703086948952e-06	0
Heart_Left_Ventricle	UKB_6152_5_diagnosed_by_doctor_Blood_clot_in_the_leg_DVT	0.00289260593952872	1.29747076668439e-07	5.99889076301522e-06	6.58887607373832e-06	5.30872522977783e-19
Heart_Left_Ventricle	UKB_6152_7_diagnosed_by_doctor_Blood_clot_in_the_lung	0.00276539796575945	1.14999726478649e-07	5.65410301322604e-06	4.29833140064182e-06	0
Heart_Left_Ventricle	UKB_6152_8_diagnosed_by_doctor_Asthma	0.00295513238415526	3.32534694801016e-06	9.7815391940774e-06	1.76983655676039e-05	1.22111641790215e-06
Heart_Left_Ventricle	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	0.00331135102260793	1.42938147061492e-06	1.0810997981591e-05	8.28943617100269e-06	0
Heart_Left_Ventricle	UKB_G40_Diagnoses_main_ICD10_G40_Epilepsy	0.00273814604701142	-4.36840434053929e-07	5.18563006537121e-06	2.45529737399228e-06	1.42905644807373e-07
Heart_Left_Ventricle	UKB_G43_Diagnoses_main_ICD10_G43_Migraine	0.00275090316088304	-3.52897182033653e-07	5.15005297166258e-06	3.6032536358472e-06	1.21573585749683e-07
Heart_Left_Ventricle	UKB_20002_1065_self_reported_hypertension	0.00361723818432016	2.0474263514665e-06	1.16185748368676e-05	7.43956970076942e-06	8.11137278446343e-19
Heart_Left_Ventricle	MAGIC_FastingGlucose	0.00714416839948173	1.23150441374451e-07	3.67018293118499e-05	1.22175228185763e-05	1.52100372792619e-18
Heart_Left_Ventricle	MAGIC_ln_FastingInsulin	0.00776907859010312	-4.6624372721731e-08	4.00169731474166e-05	2.04772329507881e-05	0
Heart_Left_Ventricle	SSGAC_Depressive_Symptoms	0.00378726097198027	2.91640083571202e-07	1.09582227293538e-05	2.62328962475519e-06	2.27759737694721e-19
Heart_Left_Ventricle	MAGNETIC_CH2.DB.ratio	0.0107562995252455	-2.41131388212834e-06	9.01606493296229e-05	2.43453812706261e-05	4.5500096370006e-19
Heart_Left_Ventricle	MAGNETIC_HDL.C	0.0119924374337412	-1.53746510447318e-06	0.000106334726275875	4.10352026842554e-05	1.11012771199895e-06
Heart_Left_Ventricle	MAGNETIC_IDL.TG	0.0114802716122283	-1.09131722588922e-06	9.54538671833178e-05	3.8388010172453e-05	2.71358940076652e-06
Heart_Left_Ventricle	MAGNETIC_LDL.C	0.0145314123751398	-1.69294733542156e-06	0.000153723676592532	5.54839097423217e-05	1.92281803263659e-05
Heart_Left_Ventricle	CARDIoGRAM_C4D_CAD_ADDITIVE	0.00392426518689175	5.85316475961337e-07	1.23153513454415e-05	4.03769081820805e-06	0
Heart_Left_Ventricle	SSGAC_Education_Years_Pooled	0.00334555130945023	1.53717889875787e-06	9.51473172388953e-06	3.67483171845302e-06	1.02361836647084e-07
Heart_Left_Ventricle	Astle_et_al_2016_Eosinophil_counts	0.00402557967895552	8.95957197068832e-06	2.88734187940064e-05	4.06024615975653e-05	0
Heart_Left_Ventricle	Astle_et_al_2016_Granulocyte_count	0.0040976502746897	8.19738535709518e-06	2.6249896607184e-05	4.44888326295847e-05	4.07306920552977e-07
Heart_Left_Ventricle	Astle_et_al_2016_High_light_scatter_reticulocyte_count	0.00436292891329723	7.45919852114262e-06	3.30238346160518e-05	2.64660162094632e-05	1.97305913839586e-06
Heart_Left_Ventricle	Astle_et_al_2016_Lymphocyte_counts	0.00402864309253932	9.65040823970994e-06	3.17926439392253e-05	4.79957676220581e-05	3.81542490020679e-18
Heart_Left_Ventricle	Astle_et_al_2016_Monocyte_count	0.00419834426968986	8.02739622675661e-06	2.89307673187074e-05	3.20345282303981e-05	1.15220710264713e-06
Heart_Left_Ventricle	Astle_et_al_2016_Myeloid_white_cell_count	0.00407356119283894	8.46343235261721e-06	2.67513192645704e-05	4.528793136058e-05	3.80170835963642e-06
Heart_Left_Ventricle	Astle_et_al_2016_Neutrophil_count	0.00410133975271423	7.98674197904883e-06	2.53463146932362e-05	4.05385833175655e-05	2.68125323685354e-06
Heart_Left_Ventricle	Astle_et_al_2016_Platelet_count	0.00508799572909707	3.92910630508403e-06	3.26068341222546e-05	1.79910012570972e-05	3.24936798556172e-07
Heart_Left_Ventricle	Astle_et_al_2016_Red_blood_cell_count	0.00455804481152647	5.98600190140178e-06	2.8116132912226e-05	3.21386827104364e-05	2.01291258941672e-18
Heart_Left_Ventricle	Astle_et_al_2016_Reticulocyte_count	0.00429046029393508	8.59974824369083e-06	3.51717963058275e-05	3.84658673032766e-05	3.91057508734653e-19
Heart_Left_Ventricle	Astle_et_al_2016_Sum_basophil_neutrophil_counts	0.00409789228701658	8.02496669670328e-06	2.54359062080346e-05	4.174568844405e-05	1.24927075937173e-06
Heart_Left_Ventricle	Astle_et_al_2016_Sum_eosinophil_basophil_counts	0.00399785580653119	8.97060777463059e-06	2.81747799137906e-05	4.1884690812319e-05	0
Heart_Left_Ventricle	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	0.00410641594198236	8.12113932444333e-06	2.6152907792982e-05	4.34493400818268e-05	1.00935218376063e-05
Heart_Left_Ventricle	Astle_et_al_2016_White_blood_cell_count	0.00395680899493828	1.04900940446039e-05	3.15448432653179e-05	6.43819512910684e-05	8.95189640914871e-07
Heart_Left_Ventricle	ENIGMA_Intracraneal_Volume	0.0089398867790731	1.76725150449809e-06	6.09620093244542e-05	3.99904648092066e-05	1.28209695815606e-06
Heart_Left_Ventricle	GIANT_HEIGHT	0.00491913065895891	3.15910273846292e-06	2.68514061878623e-05	8.94590816604937e-06	1.10457425809503e-06
Heart_Left_Ventricle	Jones_et_al_2016_Chronotype	0.00491200440459928	3.36239167469461e-07	1.71612469248315e-05	9.07841833294636e-06	2.25772644793127e-06
Heart_Left_Ventricle	Jones_et_al_2016_SleepDuration	0.00454134287438626	8.53035628446209e-07	1.53120686792363e-05	7.73500588967932e-06	3.68527893996943e-19
Heart_Left_Ventricle	pgc.scz2	0.00480495748006531	5.08623789664378e-06	2.38221284498893e-05	1.8847861135011e-05	2.9244094897091e-19
